,town,number_of_schools,lon,lat
1504,"OH,Concord Twp",1,-81.243798,41.649238000000004
1505,"OH,Canton",6,-81.40775433333333,40.82877083333333
1506,"OH,Berea",1,-81.85114499999999,41.373017
1507,"OH,St Clairsville",1,-80.964901,40.07695
1508,"OH,Bluffton",1,-83.899439,40.895606
1509,"OH,Ravenna",2,-81.245473,41.167989000000006
1510,"OH,Huron",1,-82.59415600000001,41.397521000000005
1511,"OH,Bowling Green",1,-83.640896,41.375513
1512,"OH,Parma",1,-81.781757,41.404607
1513,"OH,Copley",2,-81.6551115,41.128234500000005
1514,"OH,Solon",2,-81.44593649999999,41.390024499999996
1515,"OH,Cleveland",12,-81.64300608333333,41.49041066666666
1516,"OH,Rio Grande",2,-82.3834475,38.8869725
1517,"OH,Monroe",1,-84.431434,39.441140000000004
1518,"OH,Columbus",21,-82.96316652380953,40.00740238095237
1519,"OH,Cedarville",1,-83.81469200000001,39.749237
1520,"OH,Newark",3,-82.44135233333333,40.07953366666666
1521,"OH,Independence",1,-81.656988,41.397093
1522,"OH,Wilberforce",3,-83.881884,39.712787999999996
1523,"OH,Saint Martin",1,-83.887153,39.210369
1524,"OH,Youngstown",2,-80.6454915,41.102887499999994
1525,"OH,Batavia",1,-84.19436999999999,39.080645000000004
1526,"OH,Blue Ash",1,-84.399956,39.234333
1527,"OH,Circleville",1,-82.904885,39.613155
1528,"OH,Springfield",2,-83.8076165,39.91522
1529,"WV,Wheeling",3,-80.71129366666668,40.066294
1530,"OH,Lisbon",1,-80.747828,40.768063
1531,"OH,Toledo",8,-83.629836875,41.664992125
1532,"OH,Miamisburg",1,-84.222996,39.628935999999996
1533,"OH,Dayton",10,-84.1709374,39.7581325
1534,"OH,Defiance",1,-84.357075,41.296842
1535,"OH,Granville",1,-82.52327199999999,40.071505
1536,"OH,Piqua",2,-84.2131655,40.159453
1537,"OH,Milan",1,-82.630439,41.332654999999995
1538,"OH,Findlay",2,-83.651512,41.052904
1539,"OH,Tiffin",3,-83.17613266666666,41.115882
1540,"OH,Hiram",1,-81.14398100000001,41.3107
1541,"OH,Troy",1,-84.219809,40.053024
1542,"OH,Nelsonville",2,-82.21567250000001,39.437578
1543,"OH,Steubenville",3,-80.65506133333332,40.376423
1544,"OH,University Heights",1,-81.531338,41.491321
1545,"OH,Westerville",5,-82.92231999999998,40.109913600000006
1546,"OH,Austintown",1,-80.775293,41.102228000000004
1547,"OH,Ashtabula",1,-80.830377,41.888296000000004
1548,"OH,East Liverpool",3,-80.575721,40.638535999999995
1549,"OH,Warren",2,-80.83051999999999,41.279698499999995
1550,"OH,New Philadelphia",2,-81.404832,40.4691335
1551,"OH,Kent",2,-81.335746,41.149757
1552,"OH,Burton",1,-81.143085,41.483727
1553,"OH,Gambier",1,-82.397977,40.374408
1554,"OH,Kettering",3,-84.151205,39.69249233333334
1555,"OH,Beavercreek",1,-84.08404399999999,39.693918
1556,"OH,Painesville",1,-81.251817,41.717841
1557,"OH,Kirtland",1,-81.364723,41.637463000000004
1558,"OH,Chesapeake",1,-82.473516,38.491898
1559,"OH,Sheffield Village",1,-82.073403,41.423809000000006
1560,"OH,Sandusky",3,-82.697113,41.42907733333333
1561,"OH,Elyria",2,-82.08962550000001,41.399868999999995
1562,"OH,Sylvania",3,-83.68492266666667,41.710217
1563,"OH,Marietta",3,-81.461675,39.42683133333333
1564,"OH,Marion",4,-83.09436,40.581581
1565,"OH,Medina",2,-81.815167,41.145458
1566,"OH,Delaware",2,-83.0649515,40.274803
1567,"OH,Hamilton",1,-84.563385,39.377448
1568,"OH,Middletown",1,-84.35724,39.523776
1569,"OH,Oxford",1,-84.732954,39.507757
1570,"OH,Englewood",1,-84.328951,39.845377
1571,"OH,Lancaster,",1,-82.57754,39.71779
1572,"OH,Alliance",3,-81.12478,40.90638966666666
1573,"OH,Mount Vernon",2,-82.4730955,40.374395
1574,"OH,Zanesville",3,-82.01277233333333,39.953527333333334
1575,"OH,New Concord",1,-81.73703,39.996426
1576,"OH,Mansfield",3,-82.54089599999999,40.789880333333336
1577,"OH,Lorain",1,-82.17434200000001,41.465263
1578,"OH,Archbold",2,-84.30048500000001,41.451702000000004
1579,"OH,Rootstown",1,-81.245302,41.102919
1580,"OH,Oberlin",2,-82.2153235,41.277087
1581,"OH,Ada",1,-83.82744100000001,40.7662
1582,"OH,Wooster",2,-81.928805,40.792827
1583,"OH,CANAL WINCHESTER",1,-82.83196600000001,39.856608
1584,"OH,Saint Clairsville",1,-80.976073,40.073392
1585,"OH,Chillicothe",2,-83.0024375,39.3460025
1586,"OH,Ironton",1,-82.666876,38.524781
1587,"OH,Lancaster",1,-82.586069,39.738752000000005
1588,"OH,Athens",1,-82.100985,39.326798
1589,"OH,Perrysburg",4,-83.58225575,41.5681915
1590,"OH,Portsmouth",3,-82.98909433333334,38.738486
1591,"OH,Brecksville",2,-81.63521550000002,41.316708500000004
1592,"OH,Maumee",2,-83.677725,41.583335000000005
1593,"OH,Wickliffe",1,-81.485261,41.593533
1594,"OH,Centerville",1,-84.146046,39.644364
1595,"OH,North Canton",2,-81.40447400000001,40.8722525
1596,"OH,Hillsboro",1,-83.614085,39.236924
1597,"OH,Fremont",2,-83.14299349999999,41.3595835
1598,"OH,South Point",1,-82.579887,38.426238
1599,"OH,Urbana",1,-83.760301,40.102594
1600,"OH,Pepper Pike",1,-81.465118,41.497035
1601,"OH,Lakewood",1,-81.769767,41.484253
1602,"OH,Wilmington",1,-83.818342,39.444744
1603,"PA,Scotland",1,-77.59402800000001,39.967569
1604,"OH,Celina",1,-84.509194,40.546074
1605,"OK,Muskogee",3,-95.34205433333334,35.767711
1606,"OK,Bartlesville",1,-95.95671,36.717453000000006
1607,"OK,Bethany",2,-97.634422,35.513304500000004
1608,"OK,Broken Arrow",1,-95.79791999999999,36.049093
1609,"OK,Ada",2,-96.673832,34.760166999999996
1610,"OK,Lawton",5,-98.4123536,34.603920599999995
1611,"OK,Poteau",2,-94.634024,35.0416725
1612,"OK,Oklahoma City",11,-97.55502381818182,35.50250536363637
1613,"OK,Edmond",2,-97.470517,35.633306000000005
1614,"OK,Warner",1,-95.319541,35.492872999999996
1615,"OK,Wilburton",1,-95.32899499999999,34.914079
1616,"OK,El Reno",2,-97.9282795,35.5138415
1617,"OK,Enid",2,-97.91215600000001,36.4061945
1618,"OK,Moore",2,-97.484778,35.3199555
1619,"OK,Langston",1,-97.260317,35.943982
1620,"OK,Tishomingo",1,-96.67790600000001,34.222949
1621,"OK,Tulsa",16,-95.90339793750002,36.113586500000004
1622,"OK,Tahlequah",3,-94.97340700000001,35.91857566666666
1623,"OK,Tonkawa",1,-97.295887,36.678649
1624,"OK,Miami",1,-94.867248,36.877255
1625,"OK,Alva",2,-98.671692,36.7916955
1626,"OK,Goodwell",1,-101.638488,36.594518
1627,"OK,Stillwater",2,-97.0890785,36.115033
1628,"OK,Shawnee",4,-96.91361475,35.38976975
1629,"OK,Norman",2,-97.45076499999999,35.2419205
1630,"GA,Ft Benning",1,-84.920774,32.37174
1631,"NV,Nellis AFB",2,-115.041141,36.242056
1632,"OK,Okmulgee",3,-95.93777066666667,35.631717333333334
1633,"OK,Claremore",2,-95.63493600000001,36.3241295
1634,"OK,Midwest City",2,-97.4083455,35.4494785
1635,"OK,Jenks",1,-95.975154,36.023435
1636,"OK,Chickasha",1,-97.95640999999999,35.031392
1637,"OK,Seminole",1,-96.70490799999999,35.249515
1638,"OK,Durant",2,-96.37702250000001,33.998996000000005
1639,"OK,Weatherford",1,-98.707768,35.535281
1640,"OK,Altus",2,-99.3390755,34.668606
1641,"OK,Woodward",2,-99.4068065,36.420559999999995
1642,"OR,Portland",27,-122.65104933333333,45.51495792592593
1643,"OR,Pendleton",1,-118.81694399999999,45.677313
1644,"OR,Bend",4,-121.326146,44.05913399999999
1645,"OR,Salem",7,-122.99133342857144,44.942159
1646,"OR,Oregon City",1,-122.574272,45.323184999999995
1647,"OR,Astoria",1,-123.82333899999999,46.183107
1648,"OR,La Grande",1,-118.092495,45.319795
1649,"OR,Eugene",4,-123.08543499999999,44.033657000000005
1650,"OR,Newberg",1,-122.96749399999999,45.303629
1651,"OR,Grants Pass",2,-123.34604300000001,42.4237125
1652,"OR,McMinnville",2,-123.1996395,45.2011605
1653,"OR,Albany",1,-123.11403,44.587663
1654,"OR,Beaverton",2,-122.806161,45.489581
1655,"OR,Medford",3,-122.86493733333334,42.34836033333333
1656,"OR,Happy Valley",2,-122.5759385,45.436953
1657,"OR,Saint Benedict",1,-122.775405,45.057871
1658,"OR,Gresham",1,-122.39697199999999,45.514862
1659,"OR,Klamath Falls",3,-121.749803,42.22567900000001
1660,"OR,Corvallis",2,-123.29265849999999,44.5569615
1661,"OR,Forest Grove",1,-123.108777,45.521394
1662,"OR,Tigard",1,-122.766574,45.433994
1663,"OR,Ashland",1,-122.695081,42.185077
1664,"OR,Coos Bay",1,-124.25223999999999,43.395327
1665,"OR,Ontario",1,-116.97448700000001,44.020811
1666,"OR,Roseburg",1,-123.332475,43.289317
1667,"CA,Milpitas",1,-121.875707,37.419994
1668,"OR,Monmouth",1,-123.23830900000002,44.852235
1669,"PA,Hazleton",2,-76.004273,40.979441
1670,"PA,Bryn Athyn",1,-75.060808,40.134392999999996
1671,"PA,Philadelphia",38,-75.1450322105263,39.991456684210526
1672,"PA,Reading",7,-75.93742985714286,40.340391857142855
1673,"PA,Essington",2,-75.3025945,39.86611
1674,"PA,Pittsburgh",28,-79.98019571428573,40.45689539285714
1675,"PA,Meadville",3,-80.14360633333335,41.642222
1676,"PA,Allentown",7,-75.49647385714287,40.605096571428575
1677,"PA,Center Valley",3,-75.40143333333334,40.54964966666666
1678,"PA,Altoona",7,-78.40194185714286,40.49450214285714
1679,"PA,Ambler",1,-75.222204,40.154233000000005
1680,"PA,King of Prussia",2,-75.386504,40.091137
1681,"PA,Exton",2,-75.664106,40.064359499999995
1682,"PA,South Abington Township",1,-75.685472,41.495062
1683,"PA,Monaca",3,-80.30559166666666,40.66989133333333
1684,"PA,Glenside",3,-75.16484633333333,40.096688666666665
1685,"PA,Bloomsburg",1,-76.44784399999999,41.00782
1686,"PA,Bryn Mawr",2,-75.31401199999999,40.024970999999994
1687,"PA,Lewisburg",3,-76.88881933333333,40.966519000000005
1688,"PA,Newtown",1,-74.965841,40.239102
1689,"PA,Perkasie",1,-75.275289,40.380967
1690,"PA,Bristol",2,-74.8737115,40.105345
1691,"PA,Feasterville",1,-75.00705400000001,40.166449
1692,"PA,Butler",2,-79.90326999999999,40.844257999999996
1693,"PA,Radnor",1,-75.375263,40.056354999999996
1694,"PA,California",1,-79.88679,40.064964
1695,"PA,Summerdale",1,-76.934461,40.3049
1696,"PA,Cheyney",1,-75.529262,39.932274
1697,"PA,Tarentum",1,-79.798934,40.573248
1698,"PA,Clarion",1,-79.377501,41.207805
1699,"PA,Johnstown",5,-78.8735854,40.28198139999999
1700,"PA,Media",4,-75.41275425,39.9273775
1701,"PA,Doylestown",1,-75.158452,40.298659
1702,"PA,Carlisle",2,-77.197824,40.201119500000004
1703,"PA,Monessen",1,-79.88846099999999,40.161519
1704,"PA,East Stroudsburg",1,-75.173905,40.99599
1705,"PA,Saint Davids",1,-75.370316,40.050447999999996
1706,"PA,Edinboro",1,-80.121318,41.870717
1707,"PA,Elizabethtown",2,-76.59322399999999,40.149236
1708,"PA,Lebanon",3,-76.41229433333335,40.330748666666665
1709,"PA,York",7,-76.70958257142857,39.98062
1710,"PA,Lancaster",10,-76.2982584,40.04663860000001
1711,"PA,Shamokin Dam",1,-76.81589100000001,40.854559
1712,"PA,Pottsville",2,-76.1877905,40.695187000000004
1713,"PA,Whitehall",1,-75.48547099999999,40.63006
1714,"PA,Moosic",1,-75.701735,41.375743
1715,"PA,Warminster",2,-75.087723,40.201170000000005
1716,"PA,Harrisburg",5,-76.86506779999999,40.2844582
1717,"PA,Erie",8,-80.090169875,42.094535875000005
1718,"PA,Myerstown",1,-76.306252,40.372981
1719,"PA,Trevose",3,-74.969005,40.13423366666667
1720,"PA,Beaver Falls",2,-80.3210865,40.7633395
1721,"PA,Gettysburg",3,-77.23480766666667,39.83609366666667
1722,"PA,Melrose Park",1,-75.133915,40.067206
1723,"PA,Grove City",1,-80.08148100000001,41.1558
1724,"PA,Gwynedd Valley",1,-75.23660100000001,40.202804
1725,"PA,Haverford",1,-75.305207,40.007452
1726,"PA,Immaculata",1,-75.570711,40.027981
1727,"PA,Indiana",2,-79.1405925,40.631800999999996
1728,"PA,New Castle",3,-80.365436,41.02031133333333
1729,"PA,Wilkes Barre",2,-75.8419505,41.252756
1730,"PA,Scranton",8,-75.65104062500001,41.422666
1731,"PA,Huntingdon",1,-78.017292,40.500523
1732,"PA,La Plume",1,-75.777456,41.558969
1733,"PA,Wilkes-Barre",2,-75.885042,41.247147999999996
1734,"PA,Kittanning",1,-79.52003,40.813778000000006
1735,"PA,Kutztown",1,-75.78393299999999,40.513560999999996
1736,"PA,Easton",1,-75.209786,40.69956
1737,"PA,North Wales",1,-75.284662,40.22379
1738,"PA,Lansdale",1,-75.286281,40.243302
1739,"PA,Annville",1,-76.514431,40.330604
1740,"PA,Schnecksville",1,-75.610715,40.66474
1741,"PA,Wyomissing",1,-75.978873,40.344627
1742,"PA,Bethlehem",8,-75.382868625,40.635599625
1743,"PA,Levittown",1,-74.829013,40.177232000000004
1744,"PA,Lincoln University",1,-75.926458,39.807722999999996
1745,"PA,Lock Haven",1,-77.46010799999999,41.141517
1746,"PA,Nanticoke",1,-75.991095,41.194728000000005
1747,"PA,Williamsport",2,-77.0118325,41.2404025
1748,"PA,Jenkintown",1,-75.104786,40.087140000000005
1749,"PA,Mansfield",1,-77.073901,41.807466999999995
1750,"PA,Mechanicsburg",1,-76.98826899999999,40.156579
1751,"PA,Millersville",1,-76.357381,40.000337
1752,"PA,Dallas",1,-75.971541,41.345277
1753,"PA,Blue Bell",2,-75.2831085,40.172272
1754,"PA,Cresson",1,-78.600898,40.459679
1755,"PA,Aston",1,-75.440022,39.874876
1756,"PA,Pulaski",1,-80.497224,41.085386
1757,"PA,Tannersville",2,-75.314623,41.0344965
1758,"PA,McKees Rocks",1,-80.091066,40.472356
1759,"PA,Elkins Park",1,-75.129511,40.085774
1760,"PA,Malvern",1,-75.522545,40.052256
1761,"PA,Hershey",1,-76.67408,40.264245
1762,"PA,New Kensington",1,-79.697232,40.551159000000006
1763,"PA,Sharon",3,-80.505811,41.232236
1764,"PA,Lehman",1,-76.016599,41.306003000000004
1765,"PA,Dunmore",1,-75.620583,41.440258
1766,"PA,Middletown",1,-76.7423,40.203765999999995
1767,"PA,DuBois",1,-78.751784,41.126940999999995
1768,"PA,Lemont Furnace",1,-79.65776899999999,39.947216999999995
1769,"PA,University Park",2,-77.852221,40.8146415
1770,"PA,McKeesport",1,-79.82744699999999,40.345582
1771,"PA,Mont Alto",1,-77.542355,39.842046999999994
1772,"PA,Abington",1,-75.109083,40.11683
1773,"PA,Schuylkill Haven",1,-76.166326,40.640499
1774,"PA,Washington",3,-80.24168100000001,40.17899766666667
1775,"PA,Langhorne",1,-74.909509,40.165809
1776,"PA,Bradford",1,-78.673701,41.943415
1777,"PA,Greensburg",3,-79.54319233333332,40.296340666666666
1778,"PA,Titusville",1,-79.664156,41.628696999999995
1779,"PA,West Mifflin",3,-79.93661733333333,40.35132166666667
1780,"PA,Oakdale",1,-80.18940400000001,40.424679
1781,"PA,Wyncote",3,-75.15442266666666,40.089182
1782,"PA,Moon Township",1,-80.210468,40.520415
1783,"PA,Rosemont",1,-75.32925,40.033417
1784,"PA,Loretto",1,-78.63904000000001,40.506734
1785,"PA,Latrobe",2,-79.403762,40.29265
1786,"PA,Frackville",1,-76.22938,40.775735
1787,"PA,Shippensburg",1,-77.522335,40.057933
1788,"PA,Slippery Rock",1,-80.045965,41.062719
1789,"PA,Wynnewood",1,-75.255675,39.99133
1790,"PA,State College",1,-77.855466,40.775033
1791,"PA,Stroudsburg",1,-75.223872,40.989612
1792,"PA,Selinsgrove",1,-76.87532900000001,40.797502
1793,"PA,Swarthmore",1,-75.35427800000001,39.905159000000005
1794,"PA,Greenville",1,-80.384383,41.413540000000005
1795,"PA,Falls Creek",1,-78.795923,41.147974
1796,"PA,Ambridge",1,-80.23017800000001,40.593403
1797,"PA,Collegeville",1,-75.456505,40.193023
1798,"PA,Phoenixville",1,-75.5469,40.117835
1799,"PA,Wayne",1,-75.382097,40.053697
1800,"PA,Sharon Hill",1,-75.273105,39.908715
1801,"PA,Villanova",1,-75.345457,40.039388
1802,"PA,Waynesburg",2,-80.1686355,39.896704
1803,"PA,West Chester",1,-75.59812,39.953398
1804,"PA,New Wilmington",1,-80.331017,41.119271999999995
1805,"PA,Youngwood",1,-79.564897,40.234321
1806,"PA,Chester",1,-75.355363,39.861689
1807,"PA,Chambersburg",3,-77.66553733333333,39.92747633333334
1808,"RI,Providence",8,-71.421920125,41.825667249999995
1809,"RI,Smithfield",1,-71.539547,41.920092
1810,"RI,East Greenwich",1,-71.502892,41.661783
1811,"RI,Pawtucket",1,-71.405906,41.880296
1812,"RI,Warwick",1,-71.481509,41.712817
1813,"RI,Kingston",1,-71.52735600000001,41.484691
1814,"RI,Bristol",2,-71.261176,41.650594
1815,"RI,Newport",2,-71.30798200000001,41.4762465
1816,"RI,North Providence",1,-71.459428,41.856096
1817,"SC,Graniteville",1,-81.841666,33.533833
1818,"SC,Columbia",18,-81.04037177777778,34.02720922222222
1819,"SC,Anderson",2,-82.64122749999999,34.507532999999995
1820,"SC,Charleston",11,-80.00416927272725,32.848271090909094
1821,"SC,Beaufort",1,-80.689468,32.420196999999995
1822,"SC,Greenville",9,-82.36874133333332,34.851177444444446
1823,"SC,Central",1,-82.761586,34.728068
1824,"SC,Greenwood",3,-82.141418,34.20663
1825,"SC,Cheraw",1,-79.939245,34.698248
1826,"SC,Orangeburg",4,-80.84731425,33.508414
1827,"SC,Clemson",1,-82.835114,34.679381
1828,"SC,Rock Hill",4,-81.0162665,34.939955
1829,"SC,Hartsville",1,-80.07041600000001,34.37696
1830,"SC,Spartanburg",8,-81.95152225,34.969703249999995
1831,"SC,Denmark",2,-81.125746,33.310277
1832,"SC,Due West",1,-82.39095,34.332087
1833,"SC,Florence",3,-79.758998,34.224028000000004
1834,"SC,Conway",3,-79.00294633333333,33.793319000000004
1835,"SC,North Augusta",1,-81.957885,33.497587
1836,"SC,Gaffney",1,-81.64916099999999,35.057076
1837,"SC,West Columbia",1,-81.11576099999999,33.949325
1838,"SC,Sumter",4,-80.360362,33.93796825
1839,"SC,Newberry",1,-81.619777,34.285868
1840,"SC,Tigerville",1,-82.37026,35.069758
1841,"SC,Clinton",1,-81.87448,34.465834
1842,"SC,Aiken",2,-81.742446,33.5661245
1843,"SC,Bluffton",1,-80.97359499999999,32.303308
1844,"SC,Lancaster",1,-80.78706899999999,34.736282
1845,"SC,Allendale",1,-81.301838,33.014312
1846,"SC,Union",1,-81.621042,34.717771
1847,"SC,Pendleton",1,-82.792015,34.641914
1848,"SC,Kingstree",1,-79.817984,33.657084999999995
1849,"SD,Sioux Falls",8,-96.748289375,43.534105624999995
1850,"SD,Rapid City",6,-103.22285333333333,44.06285283333333
1851,"SD,Spearfish",1,-103.87096600000001,44.494889
1852,"SD,Madison",1,-97.11335799999999,44.013014
1853,"SD,Mitchell",2,-98.0168465,43.6930475
1854,"SD,Watertown",1,-97.095229,44.901714
1855,"SD,Yankton",2,-97.4088845,42.873417
1856,"SD,Aberdeen",2,-98.488009,45.467084
1857,"SD,Kyle",1,-102.24033100000001,43.366813
1858,"SD,Brookings",2,-96.78582700000001,44.313173
1859,"SD,Mission",1,-100.62254899999999,43.298878
1860,"SD,Sisseton",1,-97.060835,45.562731
1861,"SD,Vermillion",1,-96.925283,42.786019
1862,"TN,Nashville",28,-86.75816332142858,36.15065567857143
1863,"TN,Milan",1,-88.760125,35.919195
1864,"TN,Athens",2,-84.611606,35.4446375
1865,"TN,Clarksville",5,-87.3727332,36.56518620000001
1866,"TN,McKenzie",2,-88.5046885,36.137448
1867,"TN,Dayton",2,-85.02666300000001,35.4826755
1868,"TN,Jefferson City",1,-83.491709,36.122934
1869,"TN,Chattanooga",5,-85.24646680000001,35.070297000000004
1870,"TN,Cleveland",4,-84.87511375,35.18001675
1871,"TN,Columbia",2,-87.08918750000001,35.6086465
1872,"TN,Covington",1,-89.659976,35.545225
1873,"TN,Lebanon",2,-86.318367,36.210347
1874,"TN,Dickson",1,-87.366455,36.050549
1875,"TN,Dyersburg",1,-89.39079100000001,36.047565000000006
1876,"TN,Johnson City",3,-82.36823033333333,36.32858100000001
1877,"TN,Elizabethton",1,-82.178198,36.366033
1878,"TN,Fayetteville",1,-86.577055,35.153554
1879,"TN,Gallatin",2,-86.52314000000001,36.364854
1880,"TN,Henderson",1,-88.637964,35.440611
1881,"TN,Harriman",2,-84.568961,35.923508999999996
1882,"TN,Hartsville",1,-86.14366,36.387190999999994
1883,"TN,Madisonville",1,-84.36411700000001,35.558912
1884,"TN,Hohenwald",1,-87.573757,35.551687
1885,"TN,Jacksboro",1,-84.20891800000001,36.3175
1886,"TN,LaFollette",1,-84.159272,36.346799
1887,"TN,Jackson",5,-88.84249600000001,35.638716
1888,"TN,Knoxville",11,-83.99760027272727,35.95014254545454
1889,"TN,Murfreesboro",5,-86.3970846,35.8372054
1890,"TN,Bristol",1,-82.159421,36.585309
1891,"TN,Harrogate",1,-83.660198,36.578508
1892,"TN,Livingston",1,-85.31724799999999,36.39594
1893,"TN,Pulaski",2,-87.0217395,35.1961635
1894,"TN,Maryville",1,-83.964223,35.751505
1895,"TN,Cookeville",5,-85.491882,36.1592966
1896,"TN,Madison",2,-86.6950775,36.272572499999995
1897,"TN,Morristown",2,-83.281003,36.208911
1898,"TN,Tullahoma",1,-86.299184,35.365903
1899,"TN,Newbern",1,-89.257582,36.120067
1900,"TN,Paris",1,-88.296432,36.296408
1901,"TN,Ripley",1,-89.519264,35.779827000000004
1902,"TN,Crump",1,-88.319153,35.221452
1903,"TN,Shelbyville",1,-86.421097,35.485655
1904,"TN,Sewanee",1,-85.920179,35.204719
1905,"TN,Huntsville",1,-84.528273,36.408177
1906,"TN,Crossville",1,-85.039137,35.946609
1907,"TN,McMinnville",1,-85.74531,35.701370000000004
1908,"TN,Whiteville",1,-89.159449,35.319573999999996
1909,"TN,Collegedale",1,-85.052088,35.048254
1910,"TN,Martin",1,-88.864211,36.340338
1911,"TN,Blountville",1,-82.408885,36.484961
1912,"TN,Greeneville",1,-82.760818,36.172435
1913,"TX,Abilene",5,-99.7372572,32.4450056
1914,"TX,Alvin",1,-95.24067099999999,29.396244
1915,"TX,Garland",3,-96.650921,32.888777000000005
1916,"TX,Lufkin",2,-94.7251645,31.309084
1917,"TX,San Angelo",2,-100.4684955,31.430921000000005
1918,"TX,Arlington",8,-97.11141487500001,32.721192125
1919,"TX,Grand Prairie",7,-97.03149457142857,32.72125642857143
1920,"TX,Houston",69,-95.459340057971,29.782481536231877
1921,"TX,Sherman",2,-96.601228,33.6598935
1922,"TX,Austin",28,-97.74685507142856,30.31931396428571
1923,"TX,Jacksonville",2,-95.2684175,31.9724035
1924,"TX,Waco",4,-97.12905625,31.572006000000002
1925,"TX,Beeville",1,-97.75589599999999,28.435194
1926,"TX,Brenham",2,-96.3980555,30.168300000000002
1927,"TX,Lake Jackson",1,-95.40934,29.048603999999997
1928,"TX,Farmers Branch",2,-96.83713850000001,32.93156449999999
1929,"TX,Lancaster",1,-96.763413,32.625679999999996
1930,"TX,Killeen",5,-97.7554878,31.100362
1931,"TX,Bryan",3,-96.36875666666667,30.639542666666667
1932,"TX,Cisco",1,-98.985206,32.401132000000004
1933,"TX,Clarendon",1,-100.90242099999999,34.944558
1934,"TX,Kerrville",2,-99.140478,30.0432665
1935,"TX,Gainesville",1,-97.1658,33.6188
1936,"TX,Corpus Christi",5,-97.389028,27.731379800000003
1937,"TX,Carrollton",1,-96.843526,32.973328
1938,"TX,Irving",8,-96.9759665,32.86931425
1939,"TX,Marshall",2,-94.375651,32.547743999999994
1940,"TX,Texarkana",4,-94.09837549999999,33.45619925
1941,"TX,Commerce",1,-95.908451,33.243745000000004
1942,"TX,Mesquite",4,-96.629287,32.80578525
1943,"TX,El Paso",15,-106.36884473333333,31.759484733333334
1944,"TX,Benbrook",1,-97.420695,32.82338
1945,"TX,Borger",1,-101.40600500000001,35.657778
1946,"TX,Galveston",3,-94.81344166666668,29.294286
1947,"TX,Denison",1,-96.633891,33.705740000000006
1948,"TX,Athens",1,-95.858513,32.196596
1949,"TX,Hillsboro",1,-97.088332,32.010928
1950,"TX,Victoria",4,-96.98450075,28.810130750000003
1951,"TX,Big Spring",2,-101.476522,32.239395
1952,"TX,Brownwood",1,-98.98520400000001,31.716466999999998
1953,"TX,Hawkins",1,-95.181513,32.587942
1954,"TX,Kilgore",1,-94.87146800000001,32.377821000000004
1955,"TX,Beaumont",5,-94.12205780000001,30.058789400000002
1956,"TX,Orange",1,-93.732235,30.0922
1957,"TX,Port Arthur",1,-93.925886,29.880384999999997
1958,"TX,Laredo",4,-99.47615975,27.544293
1959,"TX,Baytown",1,-94.978184,29.732505
1960,"TX,Longview",3,-94.74896266666667,32.484524666666665
1961,"TX,Lubbock",8,-101.904548625,33.567633375
1962,"TX,Texas City",1,-94.999602,29.395809999999997
1963,"TX,Belton",1,-97.463471,31.066793
1964,"TX,Midland",1,-102.106153,32.029646
1965,"TX,Wichita Falls",1,-98.519386,33.874809
1966,"TX,New Braunfels",2,-98.1134475,29.700076
1967,"TX,Corsicana",1,-96.498731,32.076060999999996
1968,"TX,The Woodlands",1,-95.48810300000001,30.18737
1969,"TX,Denton",3,-97.12982566666666,33.209907666666666
1970,"TX,Mount Pleasant",1,-94.881855,33.104931
1971,"TX,Odessa",2,-102.3565555,31.8781605
1972,"TX,Edinburg",1,-98.173567,26.306759000000003
1973,"TX,Brownsville",4,-97.50278225,25.92783175
1974,"TX,Carthage",1,-94.35635500000001,32.156214
1975,"TX,Paris",1,-95.529177,33.650929
1976,"TX,Prairie View",1,-95.989475,30.092425
1977,"TX,Ranger",1,-98.685215,32.456773
1978,"TX,Huntsville",2,-95.54804150000001,30.7086435
1979,"TX,Pasadena",3,-95.15952566666668,29.671389666666666
1980,"TX,Seguin",2,-97.9735145,29.5712015
1981,"TX,Levelland",1,-102.365075,33.575904
1982,"TX,Weslaco",3,-97.97193033333333,26.154349666666672
1983,"TX,McAllen",9,-98.23301533333333,26.23546966666667
1984,"TX,Uvalde",2,-99.76425900000001,29.2149855
1985,"TX,Waxahachie",1,-96.853492,32.40443
1986,"TX,Georgetown",3,-97.68233033333333,30.633110333333335
1987,"TX,Nacogdoches",1,-94.64908,31.621056
1988,"TX,San Marcos",2,-97.9315155,29.8857905
1989,"TX,Keene",1,-97.32701999999999,32.397617
1990,"TX,Terrell",1,-96.28564899999999,32.735508
1991,"TX,Alpine",1,-103.65146899999999,30.363139
1992,"TX,Stephenville",1,-98.214866,32.214988
1993,"TX,Temple",2,-97.3648525,31.077793000000003
1994,"TX,Kingsville",1,-97.882387,27.525168
1995,"TX,College Station",3,-96.32279366666667,30.618369
1996,"TX,Richardson",7,-96.74661985714285,32.96063514285714
1997,"TX,Tyler",5,-95.27203540000001,32.35998959999999
1998,"TX,Vernon",1,-99.31909399999999,34.159298
1999,"TX,Plainview",1,-101.730042,34.187677
2000,"TX,Weatherford",1,-97.792629,32.74133
2001,"TX,Canyon",1,-101.914736,34.982789000000004
2002,"TX,Snyder",1,-100.91494499999999,32.678458
2003,"TX,Wharton",1,-96.085815,29.3238
2004,"UT,Provo",9,-111.6614488888889,40.24407077777777
2005,"UT,Logan",4,-111.834114,41.735484
